%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Airspeed Differential Pressure [Pa],Aux Differential Pressure [Pa],ELD Probe X axis [mm],ELD Probe Y axis [mm],Voltage [V]
83053.839,302.078,347.892,285.354,-0.011,3.577,5.000
83057.870,302.076,347.734,285.354,-0.011,3.577,5.000
83049.808,302.078,347.813,285.835,-0.027,3.598,5.000
83065.933,302.078,347.813,285.514,-0.011,3.588,5.000
83057.870,302.078,347.734,285.995,-0.011,3.566,5.000
83057.870,302.080,347.813,286.315,0.006,3.566,5.000
83053.839,302.081,347.971,286.315,-0.011,3.588,5.000
83057.870,302.078,347.971,286.795,0.006,3.577,5.000
83057.870,302.076,348.050,287.115,-0.011,3.588,5.000
83049.808,302.081,348.050,287.115,-0.011,3.566,5.000
83053.839,302.080,348.050,287.596,0.006,3.598,5.000
83053.839,302.081,348.129,287.756,-0.011,3.566,5.000
83053.839,302.078,348.287,287.916,-0.011,3.598,5.000
83049.808,302.083,348.366,288.236,0.006,3.588,5.000
83045.776,302.076,348.287,288.396,0.006,3.577,5.000
83053.839,302.080,348.366,288.716,0.006,3.598,5.000
83045.776,302.080,348.445,288.876,0.006,3.588,5.000
83045.776,302.080,348.445,289.197,-0.027,3.598,5.000
83049.808,302.080,348.603,289.677,-0.027,3.598,5.000
83053.839,302.081,348.603,289.837,-0.043,3.598,5.000
83041.745,302.080,348.524,289.997,0.022,3.566,5.000
83049.808,302.078,348.603,290.157,-0.043,3.566,5.000
83053.839,302.080,348.761,290.157,-0.011,3.588,5.000
83049.808,302.080,348.998,290.477,-0.011,3.609,5.000
83045.776,302.080,348.919,290.637,-0.011,3.588,5.000
83049.808,302.078,348.919,290.958,0.006,3.588,5.000
83041.745,302.078,348.840,291.118,-0.011,3.598,5.000
83053.839,302.078,348.998,291.278,0.006,3.588,5.000
83049.808,302.076,349.077,291.438,0.006,3.598,5.000
83045.776,302.076,348.998,291.438,-0.027,3.598,5.000
83049.808,302.076,348.998,291.918,0.006,3.577,5.000
83053.839,302.076,349.156,291.918,-0.011,3.588,5.000
83045.776,302.075,349.156,292.078,-0.011,3.598,5.000
83049.808,302.075,349.235,291.918,0.006,3.598,5.000
83045.776,302.075,349.235,292.238,0.006,3.598,5.000
83053.839,302.073,349.156,292.238,0.006,3.577,5.000
83045.776,302.076,349.156,292.719,0.006,3.588,5.000
83049.808,302.073,349.314,292.398,0.022,3.566,5.000
83049.808,302.076,349.393,292.719,0.022,3.566,5.000
83053.839,302.078,349.314,292.879,-0.011,3.577,5.000
83049.808,302.075,349.314,293.039,0.006,3.588,5.000
83053.839,302.073,349.472,293.199,-0.027,3.588,5.000
83053.839,302.075,349.472,293.679,0.006,3.598,5.000
83057.870,302.075,349.472,293.679,-0.027,3.577,5.000
83045.776,302.075,349.472,293.359,-0.011,3.598,5.000
83045.776,302.075,349.393,294.159,-0.011,3.598,5.000
83049.808,302.073,349.314,293.999,-0.027,3.588,5.000
83049.808,302.076,349.472,294.640,-0.027,3.566,5.000
83045.776,302.073,349.393,294.320,-0.027,3.588,5.000
83045.776,302.073,349.472,294.480,0.022,3.598,5.000
83045.776,302.075,349.472,294.960,-0.043,3.588,5.000
83045.776,302.075,349.472,294.960,-0.027,3.577,5.000
83049.808,302.076,349.393,295.440,-0.027,3.577,5.000
83045.776,302.075,349.393,295.600,0.006,3.588,5.000
83049.808,302.076,349.472,295.600,0.006,3.588,5.000
83049.808,302.075,349.551,296.241,0.006,3.588,5.000
83049.808,302.075,349.472,296.241,-0.011,3.588,5.000
83045.776,302.076,349.551,296.401,-0.011,3.588,5.000
83041.745,302.076,349.393,296.561,0.022,3.588,5.000
83037.713,302.075,349.393,296.881,0.006,3.588,5.000
83045.776,302.075,349.393,296.721,0.006,3.577,5.000
83045.776,302.076,349.393,296.881,-0.011,3.577,5.000
83041.745,302.075,349.393,297.041,0.038,3.577,5.000
83041.745,302.078,349.472,297.521,-0.011,3.577,5.000
83045.776,302.078,349.472,297.682,0.006,3.598,5.000
83049.808,302.073,349.472,297.682,0.006,3.598,5.000
83053.839,302.076,349.393,297.521,-0.011,3.577,5.000
83045.776,302.076,349.393,297.682,0.006,3.577,5.000
83045.776,302.075,349.314,297.521,-0.011,3.588,5.000
83041.745,302.075,349.314,297.682,-0.027,3.566,5.000
83041.745,302.075,349.235,297.842,0.038,3.577,5.000
83045.776,302.075,349.314,297.682,0.006,3.577,5.000
83045.776,302.076,349.314,297.682,-0.011,3.598,5.000
83041.745,302.076,349.314,297.682,0.006,3.577,5.000
83045.776,302.076,349.156,297.682,-0.011,3.598,5.000
83057.870,302.075,349.235,297.521,-0.011,3.598,5.000
83049.808,302.076,349.156,297.361,-0.027,3.566,5.000
83053.839,302.078,349.077,297.361,-0.027,3.598,5.000
83057.870,302.075,348.998,297.201,0.006,3.588,5.000
83053.839,302.076,349.156,297.041,0.022,3.577,5.000
83053.839,302.078,349.235,297.201,0.006,3.598,5.000
83049.808,302.078,348.998,297.041,-0.011,3.577,5.000
83049.808,302.075,348.998,297.041,-0.011,3.598,5.000
83053.839,302.076,349.077,296.881,0.022,3.588,5.000
83053.839,302.078,348.998,296.881,-0.027,3.598,5.000
83049.808,302.078,349.077,296.881,-0.027,3.555,5.000
83053.839,302.076,349.077,296.721,0.006,3.566,5.000
83049.808,302.080,349.077,296.721,-0.011,3.598,5.000
83049.808,302.078,348.998,296.881,-0.011,3.598,5.000
83053.839,302.076,349.077,296.881,0.006,3.588,5.000
83053.839,302.076,349.077,296.881,0.006,3.598,5.000
83049.808,302.078,349.077,297.201,-0.027,3.588,5.000
83053.839,302.078,349.077,297.201,0.006,3.577,5.000
83049.808,302.078,349.077,297.521,-0.011,3.598,5.000
83053.839,302.080,349.077,297.682,0.006,3.588,5.000
83053.839,302.081,349.077,297.361,-0.027,3.566,5.000
83049.808,302.081,349.156,297.842,0.038,3.588,5.000
83053.839,302.078,349.156,298.002,0.006,3.577,5.000
83045.776,302.076,348.998,298.162,0.006,3.598,5.000
83045.776,302.080,349.077,298.482,-0.011,3.566,5.000
83053.839,302.083,349.077,298.802,-0.011,3.588,5.000
83057.870,302.078,349.156,299.122,-0.011,3.588,5.000
83049.808,302.080,348.998,299.282,-0.011,3.577,5.000
83053.839,302.078,348.998,299.443,-0.011,3.577,5.000
83053.839,302.078,348.998,299.923,-0.011,3.588,5.000
83049.808,302.078,349.156,300.243,0.022,3.588,5.000
83049.808,302.078,349.077,300.403,0.006,3.555,5.000
83041.745,302.080,349.156,300.563,-0.011,3.588,5.000
83045.776,302.078,348.998,300.403,-0.011,3.588,5.000
83041.745,302.078,349.077,301.043,0.006,3.598,5.000
83041.745,302.078,349.156,301.204,0.006,3.598,5.000
83041.745,302.078,348.998,301.524,0.022,3.588,5.000
83041.745,302.078,349.077,301.684,-0.011,3.598,5.000
83037.713,302.078,349.156,301.684,-0.011,3.577,5.000
83045.776,302.078,348.998,301.844,-0.027,3.577,5.000
83041.745,302.078,349.077,301.844,-0.011,3.577,5.000
83045.776,302.075,349.156,301.684,-0.011,3.577,5.000
83045.776,302.076,349.077,301.684,-0.027,3.588,5.000
83033.682,302.075,349.156,301.684,0.006,3.577,5.000
83045.776,302.075,349.077,301.524,-0.011,3.588,5.000
83041.745,302.076,349.077,301.524,-0.027,3.566,5.000
83037.713,302.076,348.998,301.204,0.022,3.577,5.000
83037.713,302.078,349.156,300.723,0.022,3.577,5.000
83045.776,302.078,349.077,300.883,-0.011,3.588,5.000
83041.745,302.076,349.156,300.243,0.006,3.588,5.000
83041.745,302.078,349.156,299.763,-0.027,3.588,5.000
83045.776,302.075,349.235,299.923,0.006,3.598,5.000
83041.745,302.075,349.156,299.443,-0.027,3.598,5.000
83041.745,302.076,349.156,299.122,-0.011,3.588,5.000
83049.808,302.075,349.156,298.642,0.006,3.588,5.000
83045.776,302.081,349.156,298.162,0.006,3.588,5.000
83045.776,302.073,349.235,297.682,-0.011,3.577,5.000
83049.808,302.075,349.235,297.041,0.006,3.577,5.000
83049.808,302.075,349.156,296.881,-0.027,3.598,5.000
83053.839,302.076,349.235,296.561,0.006,3.588,5.000
83057.870,302.075,349.314,296.241,0.006,3.588,5.000
83053.839,302.073,349.156,295.600,-0.011,3.588,5.000
83053.839,302.076,349.314,295.120,-0.027,3.577,5.000
83057.870,302.075,349.235,294.800,-0.011,3.588,5.000
83053.839,302.076,349.314,293.999,0.006,3.598,5.000
83053.839,302.075,349.235,293.839,-0.011,3.588,5.000
83049.808,302.076,349.314,293.519,0.006,3.577,5.000
83053.839,302.078,349.314,293.039,0.006,3.555,5.000
83049.808,302.073,349.314,292.719,-0.027,3.566,5.000
83057.870,302.073,349.314,292.398,0.006,3.588,5.000
83057.870,302.076,349.235,292.398,-0.011,3.598,5.000
83053.839,302.076,349.314,291.918,0.006,3.598,5.000
83053.839,302.076,349.235,291.598,-0.011,3.598,5.000
83057.870,302.078,349.314,291.438,0.006,3.588,5.000
83053.839,302.078,349.235,291.438,0.022,3.577,5.000
83049.808,302.073,349.235,290.958,-0.011,3.588,5.000
83053.839,302.080,349.393,290.798,0.006,3.577,5.000
83057.870,302.078,349.393,290.958,0.006,3.588,5.000
83057.870,302.076,349.393,290.798,-0.011,3.598,5.000
83045.776,302.073,349.393,290.798,-0.011,3.566,5.000
83049.808,302.078,349.393,290.958,-0.011,3.577,5.000
83053.839,302.073,349.551,290.637,0.022,3.577,5.000
83049.808,302.076,349.630,290.798,0.006,3.588,5.000
83053.839,302.078,349.630,290.958,-0.027,3.588,5.000
83053.839,302.078,349.551,290.958,-0.027,3.588,5.000
83045.776,302.078,349.710,290.958,0.022,3.566,5.000
83045.776,302.075,349.551,290.958,-0.011,3.588,5.000
83045.776,302.076,349.630,290.798,0.006,3.588,5.000
83045.776,302.078,349.551,290.958,-0.011,3.577,5.000
83045.776,302.078,349.551,290.798,-0.027,3.566,5.000
83041.745,302.078,349.630,290.798,-0.011,3.588,5.000
83045.776,302.075,349.710,291.118,-0.027,3.588,5.000
83045.776,302.076,349.551,290.798,0.022,3.588,5.000
83037.713,302.076,349.710,290.798,-0.027,3.566,5.000
83037.713,302.076,349.789,290.798,0.006,3.588,5.000
83041.745,302.078,349.710,291.118,-0.027,3.577,5.000
83041.745,302.080,349.789,290.958,-0.011,3.577,5.000
83037.713,302.078,349.710,290.958,-0.027,3.588,5.000
83041.745,302.081,349.710,291.278,-0.027,3.598,5.000
83041.745,302.078,349.710,291.118,-0.011,3.609,5.000
83037.713,302.080,349.710,291.118,-0.027,3.588,5.000
83037.713,302.078,349.710,290.958,-0.011,3.588,5.000
83045.776,302.078,349.630,290.958,-0.027,3.577,5.000
83041.745,302.078,349.789,290.637,-0.011,3.577,5.000
83045.776,302.081,349.710,290.958,0.006,3.598,5.000
83045.776,302.080,349.789,290.637,-0.043,3.566,5.000
83053.839,302.076,349.630,290.798,-0.011,3.598,5.000
83049.808,302.078,349.789,290.798,-0.043,3.588,5.000
83049.808,302.080,349.710,290.798,0.006,3.598,5.000
83053.839,302.078,349.789,290.958,-0.011,3.588,5.000
83053.839,302.078,349.630,290.798,0.006,3.588,5.000
83045.776,302.078,349.710,291.118,-0.011,3.577,5.000
83053.839,302.078,349.630,291.118,-0.027,3.566,5.000
83053.839,302.078,349.630,290.958,-0.011,3.588,5.000
83061.902,302.078,349.630,290.958,-0.027,3.588,5.000
83053.839,302.076,349.710,291.278,-0.011,3.577,5.000
83057.870,302.076,349.630,291.598,0.022,3.577,5.000
83053.839,302.076,349.710,291.598,0.006,3.588,5.000
83057.870,302.075,349.710,291.598,0.006,3.577,5.000
83053.839,302.075,349.789,291.918,-0.011,3.566,5.000
83061.902,302.073,349.710,292.078,0.006,3.577,5.000
83057.870,302.075,349.551,292.078,0.022,3.598,5.000
83057.870,302.076,349.472,292.238,-0.011,3.588,5.000
83053.839,302.073,349.630,292.398,0.006,3.588,5.000
83057.870,302.075,349.710,292.398,-0.027,3.588,5.000
83053.839,302.076,349.472,292.559,-0.027,3.577,5.000
83057.870,302.073,349.630,292.398,-0.011,3.598,5.000
83049.808,302.078,349.710,292.719,0.022,3.577,5.000
83057.870,302.075,349.710,292.719,-0.027,3.588,5.000
83053.839,302.076,349.630,293.039,0.006,3.566,5.000
83053.839,302.075,349.472,292.719,-0.011,3.577,5.000
83053.839,302.076,349.710,292.719,-0.011,3.566,5.000
83057.870,302.076,349.630,293.039,-0.027,3.598,5.000
83045.776,302.075,349.630,293.039,-0.011,3.566,5.000
83053.839,302.078,349.710,292.879,0.006,3.588,5.000
83049.808,302.075,349.551,292.559,0.006,3.588,5.000
83049.808,302.075,349.710,292.398,-0.011,3.577,5.000
83049.808,302.075,349.393,292.559,0.006,3.588,5.000
83049.808,302.075,349.472,292.238,0.006,3.577,5.000
83053.839,302.076,349.551,291.918,-0.011,3.609,5.000
83045.776,302.076,349.551,291.758,-0.027,3.566,5.000
83045.776,302.075,349.393,291.598,-0.011,3.609,5.000
83041.745,302.076,349.393,290.958,0.006,3.588,5.000
83045.776,302.078,349.314,290.637,-0.027,3.588,5.000
83049.808,302.076,349.314,290.637,-0.011,3.598,5.000
83037.713,302.076,349.156,290.317,-0.011,3.588,5.000
83041.745,302.076,349.235,289.837,-0.011,3.577,5.000
83037.713,302.078,349.314,289.357,0.006,3.588,5.000
83041.745,302.075,349.235,288.876,-0.027,3.588,5.000
83049.808,302.075,349.077,288.236,-0.027,3.577,5.000
83041.745,302.078,349.156,287.756,0.006,3.577,5.000
83045.776,302.078,349.077,287.436,-0.011,3.577,5.000
83041.745,302.078,349.077,286.955,0.006,3.588,5.000
83037.713,302.080,348.919,286.315,-0.011,3.598,5.000
83041.745,302.080,348.840,285.835,-0.011,3.577,5.000
83045.776,302.078,348.840,285.514,-0.011,3.588,5.000
83041.745,302.078,348.919,284.874,-0.011,3.588,5.000
83045.776,302.076,348.682,284.554,-0.027,3.598,5.000
83045.776,302.076,348.682,283.753,-0.011,3.577,5.000
83041.745,302.076,348.682,283.433,-0.043,3.588,5.000
83045.776,302.078,348.524,282.793,0.006,3.598,5.000
83049.808,302.076,348.524,282.633,-0.027,3.588,5.000
83053.839,302.080,348.603,282.152,-0.027,3.577,5.000
83041.745,302.078,348.445,281.992,-0.011,3.598,5.000
83053.839,302.076,348.603,281.512,0.006,3.566,5.000
83045.776,302.078,348.524,281.032,-0.027,3.598,5.000
83053.839,302.076,348.603,281.032,0.022,3.588,5.000
83049.808,302.076,348.524,280.872,-0.011,3.588,5.000
83049.808,302.078,348.445,280.552,-0.027,3.598,5.000
83049.808,302.076,348.445,280.231,0.006,3.577,5.000
83049.808,302.073,348.366,280.391,-0.011,3.566,5.000
83057.870,302.076,348.366,280.552,0.006,3.577,5.000
83045.776,302.078,348.208,280.071,-0.011,3.577,5.000
83053.839,302.076,348.287,280.231,0.006,3.588,5.000
83053.839,302.075,348.287,280.552,0.006,3.566,5.000
83049.808,302.076,348.287,280.071,-0.011,3.588,5.000
83045.776,302.076,348.287,280.231,-0.011,3.598,5.000
83053.839,302.075,348.208,280.231,-0.011,3.566,5.000
83049.808,302.073,348.129,280.231,-0.011,3.588,5.000
83049.808,302.075,348.129,280.552,-0.027,3.588,5.000
83053.839,302.076,348.129,280.872,-0.011,3.588,5.000
83045.776,302.075,348.050,281.192,-0.011,3.588,5.000
83053.839,302.075,348.050,281.032,-0.011,3.598,5.000
83053.839,302.076,348.129,281.352,-0.011,3.598,5.000
83053.839,302.075,348.129,281.832,0.022,3.577,5.000
83053.839,302.076,347.971,282.152,-0.011,3.598,5.000
83053.839,302.076,348.050,282.152,0.006,3.588,5.000
83053.839,302.075,347.892,282.473,-0.011,3.598,5.000
83049.808,302.075,348.050,282.473,-0.027,3.577,5.000
83057.870,302.078,348.050,282.793,-0.011,3.588,5.000
83045.776,302.078,347.971,283.113,-0.027,3.588,5.000
83057.870,302.073,347.892,283.433,0.006,3.577,5.000
83041.745,302.073,347.892,283.433,0.006,3.577,5.000
83045.776,302.075,347.734,283.753,0.006,3.577,5.000
83049.808,302.078,347.655,283.753,-0.011,3.598,5.000
83053.839,302.076,347.734,284.394,0.006,3.588,5.000
83049.808,302.076,347.734,284.394,-0.027,3.598,5.000
83053.839,302.076,347.576,284.554,-0.027,3.598,5.000
83045.776,302.076,347.655,284.714,-0.011,3.598,5.000
83049.808,302.076,347.497,284.714,-0.011,3.577,5.000
83041.745,302.078,347.418,284.714,-0.011,3.588,5.000
83053.839,302.075,347.497,285.194,0.006,3.577,5.000
83049.808,302.075,347.418,284.874,0.006,3.588,5.000
83041.745,302.075,347.418,285.194,0.006,3.588,5.000
83045.776,302.075,347.497,285.194,-0.011,3.577,5.000
83049.808,302.076,347.339,285.194,0.006,3.588,5.000
83045.776,302.072,347.260,285.354,0.006,3.577,5.000
83045.776,302.073,347.260,285.354,0.006,3.588,5.000
83045.776,302.075,347.418,285.675,-0.011,3.577,5.000
83053.839,302.073,347.260,285.675,0.006,3.577,5.000
83045.776,302.072,347.339,285.675,0.022,3.588,5.000
83053.839,302.073,347.260,285.995,0.022,3.588,5.000
83049.808,302.073,347.339,285.835,0.006,3.588,5.000
83049.808,302.072,347.260,285.995,0.006,3.588,5.000
83045.776,302.070,347.181,285.995,-0.027,3.598,5.000
83049.808,302.070,347.181,286.155,-0.027,3.598,5.000
83049.808,302.068,347.260,286.155,-0.011,3.577,5.000
83049.808,302.070,347.260,286.475,-0.027,3.598,5.000
83049.808,302.067,347.339,286.635,0.006,3.577,5.000
83045.776,302.070,347.181,286.795,-0.011,3.577,5.000
83053.839,302.070,347.418,286.795,-0.011,3.577,5.000
83053.839,302.068,347.260,286.795,-0.011,3.577,5.000
83057.870,302.072,347.339,287.436,-0.011,3.588,5.000
83053.839,302.068,347.418,287.596,-0.011,3.588,5.000
83045.776,302.070,347.418,287.596,-0.027,3.577,5.000
83049.808,302.067,347.339,287.916,-0.011,3.566,5.000
83057.870,302.070,347.339,288.236,0.038,3.577,5.000
83057.870,302.068,347.497,288.396,0.006,3.588,5.000
83057.870,302.075,345.837,294.480,-0.011,4.017,5.000
83061.902,302.076,345.916,294.480,0.006,3.996,5.000
83053.839,302.076,345.916,294.800,-0.011,3.996,5.000
83061.902,302.076,345.837,294.960,-0.011,4.006,5.000
83057.870,302.076,345.916,294.960,0.006,3.996,5.000
83053.839,302.076,345.995,295.120,0.022,3.996,5.000
83049.808,302.075,345.995,295.440,0.006,3.996,5.000
83057.870,302.076,345.916,295.440,0.006,3.985,5.000
83049.808,302.075,345.916,295.600,-0.011,4.017,5.000
83053.839,302.075,345.837,295.920,-0.011,4.006,5.000
83053.839,302.070,345.837,296.241,-0.011,4.006,5.000
83049.808,302.075,345.837,296.401,-0.011,4.006,5.000
83045.776,302.073,345.916,296.401,-0.043,4.006,5.000
83045.776,302.075,345.837,296.561,0.006,3.996,5.000
83053.839,302.073,345.837,297.041,-0.011,4.006,5.000
83045.776,302.072,345.758,297.041,-0.011,3.985,5.000
83053.839,302.073,345.837,297.201,-0.027,4.006,5.000
83053.839,302.072,345.679,297.682,-0.011,3.996,5.000
83053.839,302.073,345.679,297.682,-0.011,4.017,5.000
83045.776,302.072,345.679,297.682,0.006,4.006,5.000
83053.839,302.073,345.600,297.842,-0.011,4.017,5.000
83045.776,302.075,345.600,298.002,-0.011,4.006,5.000
83045.776,302.073,345.521,298.002,-0.027,3.996,5.000
83045.776,302.073,345.363,298.002,-0.011,3.996,5.000
83041.745,302.075,345.442,298.002,-0.011,3.985,5.000
83041.745,302.075,345.363,298.162,0.006,3.996,5.000
83041.745,302.073,345.284,298.002,-0.011,3.985,5.000
83049.808,302.073,345.284,297.842,0.006,4.006,5.000
83041.745,302.076,345.284,298.162,-0.011,4.006,5.000
83049.808,302.075,345.205,297.842,-0.011,4.017,5.000
83045.776,302.076,345.047,297.842,-0.011,4.017,5.000
83041.745,302.076,345.205,297.682,-0.011,4.006,5.000
83049.808,302.075,345.126,297.521,-0.027,4.006,5.000
83045.776,302.078,345.126,297.201,-0.027,4.006,5.000
83041.745,302.076,345.363,297.041,0.006,4.006,5.000
83049.808,302.078,345.126,296.561,-0.011,4.006,5.000
83049.808,302.075,344.968,296.721,-0.027,4.006,5.000
83041.745,302.075,345.047,296.561,0.006,3.996,5.000
83045.776,302.080,345.205,295.920,-0.027,3.996,5.000
83049.808,302.076,345.047,296.081,0.022,4.006,5.000
83049.808,302.076,345.205,295.600,0.006,4.006,5.000
83045.776,302.075,345.205,295.440,0.006,3.996,5.000
83045.776,302.075,345.284,294.960,-0.011,4.006,5.000
83053.839,302.076,345.205,295.120,0.006,4.006,5.000
83049.808,302.076,345.126,294.320,-0.011,3.996,5.000
83049.808,302.076,345.205,294.480,-0.011,4.006,5.000
83045.776,302.076,345.205,294.159,0.006,4.006,5.000
83041.745,302.075,345.284,293.999,0.006,4.006,5.000
83041.745,302.078,345.442,293.679,0.022,4.006,5.000
83049.808,302.075,345.442,293.519,0.022,4.028,5.000
83045.776,302.075,345.442,293.359,0.022,4.006,5.000
83049.808,302.075,345.521,293.039,0.006,3.996,5.000
83037.713,302.078,345.600,292.879,-0.011,4.017,5.000
83045.776,302.075,345.521,292.559,-0.011,4.006,5.000
83045.776,302.078,345.600,292.398,-0.011,4.017,5.000
83041.745,302.075,345.758,292.398,-0.011,3.996,5.000
83041.745,302.078,345.837,292.238,-0.011,3.996,5.000
83041.745,302.078,345.837,292.078,0.006,3.996,5.000
83045.776,302.075,345.837,292.559,0.022,3.985,5.000
83041.745,302.075,345.995,292.078,0.006,4.017,5.000
83041.745,302.078,345.837,291.598,0.006,3.996,5.000
83049.808,302.073,346.074,292.238,0.006,4.017,5.000
83045.776,302.078,346.074,292.078,0.006,4.006,5.000
83045.776,302.075,345.916,291.758,0.006,4.006,5.000
83045.776,302.075,346.074,291.758,0.006,4.017,5.000
83045.776,302.075,346.153,291.918,-0.011,3.996,5.000
83045.776,302.073,345.995,291.758,-0.011,4.006,5.000
83045.776,302.075,346.232,291.758,-0.027,4.006,5.000
83045.776,302.075,346.153,291.918,-0.011,4.017,5.000
83045.776,302.075,346.074,292.078,0.006,4.006,5.000
83045.776,302.080,346.153,292.238,-0.027,4.017,5.000
83049.808,302.081,345.995,292.238,-0.027,4.006,5.000
83049.808,302.078,346.153,292.398,-0.027,3.985,5.000
83049.808,302.076,346.232,292.559,-0.011,3.996,5.000
83045.776,302.078,346.074,292.559,-0.027,3.996,5.000
83049.808,302.078,346.074,292.719,-0.027,4.017,5.000
83049.808,302.075,345.995,292.879,0.006,3.996,5.000
83045.776,302.073,345.995,293.199,0.006,3.996,5.000
83053.839,302.076,346.074,293.679,0.006,4.006,5.000
83053.839,302.078,345.916,293.679,0.006,4.006,5.000
83053.839,302.076,345.837,293.839,0.006,4.006,5.000
83049.808,302.075,345.916,294.159,0.006,4.006,5.000
83053.839,302.075,345.837,294.159,-0.027,4.006,5.000
83049.808,302.076,345.837,294.159,0.022,3.996,5.000
83049.808,302.078,345.758,294.480,0.006,4.006,5.000
83057.870,302.076,345.916,294.960,-0.027,4.006,5.000
83061.902,302.078,345.758,294.960,-0.011,4.017,5.000
83049.808,302.076,345.758,295.120,0.006,3.996,5.000
83049.808,302.076,345.916,295.120,0.006,3.996,5.000
83053.839,302.075,345.679,295.280,-0.011,3.996,5.000
83049.808,302.078,345.600,294.960,-0.011,3.996,5.000
83057.870,302.075,345.600,295.280,-0.011,4.017,5.000
83053.839,302.073,345.442,295.440,-0.011,4.006,5.000
83049.808,302.076,345.600,295.440,0.006,4.006,5.000
83053.839,302.073,345.600,295.760,-0.011,3.996,5.000
83049.808,302.076,345.600,295.600,-0.011,4.006,5.000
83045.776,302.078,345.521,295.600,0.022,3.996,5.000
83053.839,302.075,345.442,295.600,-0.027,3.996,5.000
83053.839,302.078,345.600,295.760,0.006,3.996,5.000
83057.870,302.075,345.521,295.600,0.006,3.985,5.000
83049.808,302.076,345.442,295.600,-0.011,4.028,5.000
83049.808,302.076,345.442,295.440,-0.027,3.996,5.000
83037.713,302.075,345.521,295.760,-0.027,4.028,5.000
83033.682,302.073,345.679,295.440,-0.011,3.996,5.000
83041.745,302.076,345.600,295.120,0.022,4.006,5.000
83033.682,302.078,345.521,295.280,0.022,3.985,5.000
83037.713,302.075,345.521,294.960,0.006,4.006,5.000
83037.713,302.075,345.521,294.800,0.006,3.996,5.000
83045.776,302.076,345.521,294.960,0.022,3.996,5.000
83041.745,302.078,345.521,294.640,-0.011,3.985,5.000
83037.713,302.080,345.600,294.480,0.006,4.017,5.000
83037.713,302.075,345.679,294.159,0.006,4.006,5.000
83037.713,302.076,345.600,293.839,-0.011,4.006,5.000
83033.682,302.078,345.521,293.679,-0.011,3.996,5.000
83037.713,302.075,345.521,293.359,-0.027,4.017,5.000
83037.713,302.080,345.442,293.199,-0.011,3.996,5.000
83037.713,302.080,345.521,293.199,0.006,4.017,5.000
83037.713,302.076,345.600,292.879,-0.027,4.006,5.000
83033.682,302.076,345.600,292.559,-0.011,4.028,5.000
83037.713,302.076,345.600,292.078,0.006,4.006,5.000
83037.713,302.078,345.600,291.918,0.006,4.006,5.000
83037.713,302.076,345.600,291.918,-0.011,3.985,5.000
83037.713,302.080,345.600,291.918,0.006,3.974,5.000
83037.713,302.080,345.521,291.758,0.006,3.996,5.000
83037.713,302.078,345.521,291.438,-0.027,4.006,5.000
83037.713,302.078,345.363,291.118,-0.027,4.017,5.000
83041.745,302.076,345.521,291.118,-0.011,4.006,5.000
83041.745,302.076,345.363,290.637,0.006,3.996,5.000
83037.713,302.076,345.442,290.637,0.006,4.017,5.000
83041.745,302.076,345.521,290.637,0.022,3.996,5.000
83045.776,302.080,345.442,290.637,-0.011,4.017,5.000
83041.745,302.080,345.679,290.317,0.006,4.017,5.000
83045.776,302.078,345.363,290.477,-0.011,3.996,5.000
83049.808,302.076,345.442,290.317,-0.011,3.996,5.000
83045.776,302.076,345.363,290.157,-0.011,4.017,5.000
83045.776,302.081,345.363,290.477,-0.011,3.985,5.000
83045.776,302.080,345.442,290.477,-0.027,4.006,5.000
83037.713,302.076,345.363,290.317,-0.011,3.996,5.000
83049.808,302.076,345.284,290.637,0.006,4.017,5.000
83045.776,302.075,345.284,290.637,0.006,4.017,5.000
83045.776,302.075,345.442,290.637,0.006,3.985,5.000
83045.776,302.075,345.363,290.958,-0.011,3.996,5.000
83041.745,302.075,345.442,290.958,0.022,3.996,5.000
83049.808,302.076,345.521,291.438,-0.011,3.996,5.000
83041.745,302.076,345.521,291.598,-0.011,4.006,5.000
83049.808,302.078,345.442,291.758,-0.011,3.996,5.000
83045.776,302.078,345.600,291.918,0.006,4.017,5.000
83049.808,302.076,345.679,292.078,0.006,4.028,5.000
83041.745,302.076,345.679,292.398,-0.027,3.996,5.000
83045.776,302.080,345.758,292.559,-0.027,4.017,5.000
83045.776,302.076,345.758,292.719,0.006,3.996,5.000
83041.745,302.075,345.600,292.879,-0.027,4.017,5.000
83045.776,302.076,345.600,293.039,0.006,4.028,5.000
83045.776,302.075,345.600,293.199,-0.011,4.006,5.000
83053.839,302.075,345.837,293.199,0.022,4.006,5.000
83053.839,302.076,345.758,293.519,-0.011,4.006,5.000
83045.776,302.076,345.837,293.999,-0.011,4.006,5.000
83049.808,302.075,345.837,293.839,0.006,4.006,5.000
83045.776,302.075,345.679,293.999,0.006,4.017,5.000
83053.839,302.075,345.837,293.999,-0.011,4.017,5.000
83045.776,302.073,345.916,293.999,-0.011,4.017,5.000
83057.870,302.075,345.916,293.839,-0.011,4.017,5.000
83053.839,302.073,345.995,294.320,-0.011,3.996,5.000
83053.839,302.075,345.916,294.320,-0.011,4.006,5.000
83049.808,302.075,345.916,294.480,-0.011,4.017,5.000
83045.776,302.075,345.837,294.159,0.022,3.996,5.000
