%Time (sec)	TC 1	TC 2	TC 3	TC 4	TC 5	TC 6	TC 7 	TC 8 - Near Heater						10/17/2019	2:41 PM						
2180	20.5	21.7	23.1	24.4	25.8	27	28.4	29.6							
2190	20.5	21.8	23.1	24.4	25.8	27	28.3	29.6							
2200	20.5	21.7	23.1	24.4	25.8	27	28.3	29.6							
2210	20.5	21.7	23.1	24.4	25.8	27	28.4	29.6							
2220	20.5	21.8	23.1	24.4	25.8	27	28.4	29.6							
2230	20.5	21.8	23.1	24.4	25.8	27	28.4	29.6							
2240	20.5	21.8	23.1	24.4	25.8	27	28.4	29.6							
2250	20.5	21.8	23.1	24.4	25.8	27	28.4	29.6							
2260	20.5	21.8	23.1	24.4	25.8	27.1	28.4	29.6							
2270	20.5	21.8	23.1	24.4	25.8	27.1	28.4	29.6							
2280	20.5	21.8	23.1	24.4	25.8	27.1	28.4	29.6							
2290	20.5	21.8	23.1	24.4	25.8	27.1	28.4	29.6							
2300	20.5	21.8	23.1	24.4	25.8	27.1	28.4	29.7							
2310	20.5	21.8	23.2	24.4	25.9	27.1	28.4	29.7							
2320	20.5	21.8	23.2	24.4	25.9	27.1	28.4	29.7							
2330	20.5	21.8	23.2	24.4	25.9	27.1	28.4	29.7							
2340	20.5	21.8	23.2	24.4	25.9	27.1	28.5	29.7							
2350	20.5	21.8	23.2	24.4	25.9	27.1	28.5	29.7							
2360	20.5	21.8	23.2	24.4	25.9	27.1	28.5	29.7							
2370	20.5	21.8	23.2	24.4	25.9	27.1	28.5	29.7							
2380	20.5	21.8	23.2	24.5	25.9	27.1	28.5	29.7							
2390	20.6	21.8	23.2	24.5	25.9	27.1	28.5	29.7							
2400	20.6	21.8	23.2	24.5	25.9	27.1	28.5	29.7							
2410	20.6	21.8	23.2	24.5	25.9	27.1	28.5	29.7							
2420	20.5	21.8	23.2	24.5	25.9	27.1	28.5	29.7							
2430	20.6	21.8	23.2	24.5	25.9	27.1	28.5	29.8							
